lockfile,package,version,decision,reason,parents,advisory_ids,advisory_action
web/pnpm-lock.yaml,playwright-core,1.61.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,playwright@1.61.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,playwright,1.61.1,Keep,"Browser smoke tests and visual verification. Upgrade to 1.63.0 only with the matching browser install/revision, checks image and worker tests. Do not maintain a browser driver.",,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,points-on-curve,0.2.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,points-on-path@0.2.1; roughjs@4.6.6,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,points-on-path,0.2.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,roughjs@4.6.6,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,postcss,8.5.15,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,vite@8.0.16,GHSA-fxqj-rqcc-2cmp; GHSA-r28c-9q8g-f849,Review affected use and update parent/lock
web/pnpm-lock.yaml,posthog-js,1.417.1,Rewrite,"Scope disables most SDK features and owns event/privacy policy already. Replace event-only delivery with a bounded fetch/sendBeacon adapter if identity, logout clearing, DNT, batching and loss behavior can be preserved. Removes ten exclusive snapshots before replacement costs.",,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,preact,10.29.8,Delete with owner replacement,Exclusive lockfile reachability under posthog-js. Actual replacement may introduce dependencies; this is a gross count.,posthog-js@1.417.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,prelude-ls,1.2.1,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,levn@0.4.1; optionator@0.9.4; type-check@0.4.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,prettier,3.8.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/router-generator@1.167.17,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,prompts,2.4.2,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,agent-install@0.0.5; react-doctor@0.5.8,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,property-information,7.2.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,hast-util-to-html@9.0.5; hast-util-to-jsx-runtime@2.3.6,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,punycode,2.3.1,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,uri-js@4.4.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,query-selector-shadow-dom,1.0.1,Delete with owner replacement,Exclusive lockfile reachability under posthog-js. Actual replacement may introduce dependencies; this is a gross count.,posthog-js@1.417.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,queue-microtask,1.2.3,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,run-parallel@1.2.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,react-doctor,0.5.8,Delete,"Replace the mandatory broad CLI with a smaller explicit set of Hooks and architecture checks, then remove it. It uniquely retains 228 snapshots. Existing boundary scripts are not complete replacements; retain required lint behavior and supply-chain checks before removal.",,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,react-dom,19.2.7,Keep,Browser rendering and SSR partner to React. Keep exact resolved versions aligned.,@clerk/react@6.10.2; @clerk/shared@4.19.0; @clerk/tanstack-react-start@1.4.5; @floating-ui/react-dom@2.1.8; @pierre/diffs@1.2.11; @pierre/theming@0.0.1; @radix-ui/react-alert-dialog@1.1.17; @radix-ui/react-arrow@1.1.10; @radix-ui/react-collection@1.1.10; @radix-ui/react-dialog@1.1.17; @radix-ui/react-dismissable-layer@1.1.13; @radix-ui/react-focus-scope@1.1.10; @radix-ui/react-popper@1.3.1; @radix-ui/react-portal@1.1.12; @radix-ui/react-presence@1.1.6; @radix-ui/react-primitive@2.1.6; @radix-ui/react-roving-focus@1.1.13; @radix-ui/react-switch@1.3.1; @radix-ui/react-toggle-group@1.1.13; @radix-ui/react-toggle@1.1.12; @radix-ui/react-tooltip@1.2.10; @radix-ui/react-visually-hidden@1.2.6; @tanstack/react-router@1.170.16; @tanstack/react-start-client@1.168.14; @tanstack/react-start-rsc@0.1.25; @tanstack/react-start-server@1.167.20; @tanstack/react-start@1.168.26; @tanstack/react-store@0.9.3; framer-motion@12.42.2; motion@12.42.2; sonner@2.0.7,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,react-markdown,10.1.0,Keep,Safe Markdown-to-React rendering with custom components. Current version is current. Avoid handwritten Markdown parsing/rendering.,,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,react-remove-scroll-bar,2.3.8,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,react-remove-scroll@2.7.2,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,react-remove-scroll,2.7.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@radix-ui/react-dialog@1.1.17,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,react-style-singleton,2.2.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,react-remove-scroll-bar@2.3.8; react-remove-scroll@2.7.2,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,react,19.2.7,Keep,"Core UI runtime. Update React, React DOM and their type packages together to 19.3.0 after SSR/hydration tests. No rewrite.",@clerk/react@6.10.2; @clerk/shared@4.19.0; @clerk/tanstack-react-start@1.4.5; @floating-ui/react-dom@2.1.8; @pierre/diffs@1.2.11; @pierre/theming@0.0.1; @radix-ui/react-alert-dialog@1.1.17; @radix-ui/react-arrow@1.1.10; @radix-ui/react-collection@1.1.10; @radix-ui/react-compose-refs@1.1.3; @radix-ui/react-context@1.1.4; @radix-ui/react-dialog@1.1.17; @radix-ui/react-direction@1.1.2; @radix-ui/react-dismissable-layer@1.1.13; @radix-ui/react-focus-guards@1.1.4; @radix-ui/react-focus-scope@1.1.10; @radix-ui/react-id@1.1.2; @radix-ui/react-popper@1.3.1; @radix-ui/react-portal@1.1.12; @radix-ui/react-presence@1.1.6; @radix-ui/react-primitive@2.1.6; @radix-ui/react-roving-focus@1.1.13; @radix-ui/react-slot@1.3.0; @radix-ui/react-switch@1.3.1; @radix-ui/react-toggle-group@1.1.13; @radix-ui/react-toggle@1.1.12; @radix-ui/react-tooltip@1.2.10; @radix-ui/react-use-callback-ref@1.1.2; @radix-ui/react-use-controllable-state@1.2.3; @radix-ui/react-use-effect-event@0.0.3; @radix-ui/react-use-escape-keydown@1.1.2; @radix-ui/react-use-layout-effect@1.1.2; @radix-ui/react-use-previous@1.1.2; @radix-ui/react-use-rect@1.1.2; @radix-ui/react-use-size@1.1.2; @radix-ui/react-visually-hidden@1.2.6; @tanstack/react-router@1.170.16; @tanstack/react-start-client@1.168.14; @tanstack/react-start-rsc@0.1.25; @tanstack/react-start-server@1.167.20; @tanstack/react-start@1.168.26; @tanstack/react-store@0.9.3; framer-motion@12.42.2; lucide-react@0.562.0; motion@12.42.2; react-dom@19.2.7; react-markdown@10.1.0; react-remove-scroll-bar@2.3.8; react-remove-scroll@2.7.2; react-style-singleton@2.2.3; sonner@2.0.7; use-callback-ref@1.3.3; use-sidecar@1.1.3; use-sync-external-store@1.6.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,readdirp,5.0.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,chokidar@5.0.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,regex-recursion,6.0.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,oniguruma-to-es@4.3.6,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,regex-utilities,2.3.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,regex-recursion@6.0.2; regex@6.1.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,regex,6.1.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,oniguruma-to-es@4.3.6,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,rehype-slug,6.0.0,Keep,"Small, tested heading plugin with one renderer integration. Three exclusive snapshots are not enough to justify maintaining AST traversal and heading-text behavior.",,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,remark-gfm,4.0.1,Keep,"Tables, task lists, autolinks and other expected repository Markdown behavior. Current version is current; no local parser rewrite.",,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,remark-parse,11.0.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,react-markdown@10.1.0; remark-gfm@4.0.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,remark-rehype,11.1.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,react-markdown@10.1.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,remark-stringify,11.0.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,remark-gfm@4.0.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,require-from-string,2.0.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,ajv@8.20.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,require-in-the-middle,8.0.1,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,@opentelemetry/instrumentation@0.214.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,resolve.exports,2.0.3,Delete with owner replacement,Exclusive lockfile reachability under konsistent. Actual replacement may introduce dependencies; this is a gross count.,konsistent@1.0.0-beta.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,reusify,1.1.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,fastq@1.20.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,robust-predicates,3.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,delaunator@5.1.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,rolldown,1.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,vite@8.0.16,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,rolldown,1.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,nitro@3.0.260311-beta,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,rou3,0.8.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,h3@2.0.1-rc.20; h3@2.0.1-rc.22,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,roughjs,4.6.6,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,mermaid@12.0.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,run-parallel,1.2.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,@nodelib/fs.scandir@2.1.5,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,rw,1.3.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,d3-dsv@3.0.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,safer-buffer,2.1.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,iconv-lite@0.6.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,scheduler,0.27.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,react-dom@19.2.7,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,semifies,1.0.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,@apm-js-collab/code-transformer@0.15.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,semver,6.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@babel/core@7.29.7; @babel/helper-compilation-targets@7.29.7,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,semver,7.8.5,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,conf@15.1.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,seroval-plugins,1.5.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/router-core@1.171.13,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,seroval,1.5.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/router-core@1.171.13; @tanstack/start-client-core@1.170.12; @tanstack/start-plugin-core@1.171.18; @tanstack/start-server-core@1.169.15; seroval-plugins@1.5.4,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,shebang-command,2.0.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,cross-spawn@7.0.6,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,shebang-regex,3.0.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,shebang-command@2.0.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,shiki,4.2.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@pierre/diffs@1.2.11; @pierre/theming@0.0.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,sisteransi,1.0.5,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,prompts@2.4.2,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,sonner,2.0.7,Keep,"Toast delivery, announcements and interaction lifecycle. Patch update to 2.0.8. A custom notification manager would be more code for little reduction.",,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,source-map-js,1.2.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tailwindcss/node@4.3.1; magicast@0.5.3; postcss@8.5.15,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,source-map,0.6.1,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,@apm-js-collab/code-transformer@0.15.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,source-map,0.7.6,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/start-plugin-core@1.171.18,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,space-separated-tokens,2.0.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,hast-util-to-html@9.0.5; hast-util-to-jsx-runtime@2.3.6,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,srvx,0.11.16,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/start-plugin-core@1.171.18; crossws@0.4.6; env-runner@0.1.14; h3@2.0.1-rc.20; h3@2.0.1-rc.22; nitro@3.0.260311-beta,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,standardwebhooks,1.0.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@clerk/backend@3.8.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,stringify-entities,4.0.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,hast-util-to-html@9.0.5; mdast-util-mdx-jsx@3.2.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,stubborn-fs,2.0.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,atomically@2.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,stubborn-utils,1.0.2,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,stubborn-fs@2.0.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,style-to-js,1.1.21,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,hast-util-to-jsx-runtime@2.3.6,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,style-to-object,1.0.14,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,style-to-js@1.1.21,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,stylis,4.4.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,mermaid@12.0.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,tagged-tag,1.0.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,type-fest@5.7.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,tailwind-merge,3.6.0,Keep,Resolves utility-class conflicts in shared cn helper. Dropping it changes class override behavior. Update to 3.7.0 with Tailwind; replacing it with join is incorrect.,,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,tailwindcss,4.3.1,Keep,Styling compiler throughout the app. Move to devDependencies and update with its Vite plugin. Rewriting CSS across the product is poor cleanup scope.,@tailwindcss/node@4.3.1; @tailwindcss/vite@4.3.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,tapable,2.3.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,enhanced-resolve@5.21.6,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,tinyexec,1.3.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@antfu/install-pkg@2.0.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,tinyglobby,0.2.17,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/router-utils@1.162.2; @tanstack/start-plugin-core@1.171.18; konsistent@1.0.0-beta.1; vite@8.0.16,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,to-regex-range,5.0.1,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,fill-range@7.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,trim-lines,3.0.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,mdast-util-to-hast@13.2.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,trough,2.2.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,unified@11.0.5,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,ts-dedent,2.3.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,mermaid@12.0.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,tslib,2.8.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@clerk/backend@3.8.0; @clerk/react@6.10.2; @clerk/tanstack-react-start@1.4.5; @emnapi/core@1.10.0; @emnapi/core@1.11.0; @emnapi/runtime@1.10.0; @emnapi/runtime@1.11.0; @emnapi/wasi-threads@1.2.1; @emnapi/wasi-threads@1.2.2; @tybys/wasm-util@0.10.2; aria-hidden@1.2.6; framer-motion@12.42.2; motion@12.42.2; react-remove-scroll-bar@2.3.8; react-remove-scroll@2.7.2; react-style-singleton@2.2.3; use-callback-ref@1.3.3; use-sidecar@1.1.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,type-check,0.4.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,levn@0.4.1; optionator@0.9.4,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,type-fest,5.7.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,dot-prop@10.1.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,typescript,5.9.3,Keep,"Keep the 6.x compiler API for analyzer and web architecture scripts. Registry 7.0.2 has no stable programmatic API. A separate native checker trial is possible, but it adds tooling and does not remove 6.x.",konsistent@1.0.0-beta.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,typescript,6.0.3,Keep,"Keep the 6.x compiler API for analyzer and web architecture scripts. Registry 7.0.2 has no stable programmatic API. A separate native checker trial is possible, but it adds tooling and does not remove 6.x.",deslop-js@0.5.8; react-doctor@0.5.8,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,ufo,1.6.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/start-plugin-core@1.171.18,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,uint8array-extras,1.5.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,conf@15.1.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,undici-types,6.21.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@types/node@22.19.21,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,unenv,2.0.0-rc.24,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,nitro@3.0.260311-beta,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,unified,11.0.5,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,react-markdown@10.1.0; remark-gfm@4.0.1; remark-parse@11.0.0; remark-rehype@11.1.2; remark-stringify@11.0.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,unist-util-is,6.0.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,mdast-util-find-and-replace@3.0.2; mdast-util-phrasing@4.1.0; unist-util-visit-parents@6.0.2; unist-util-visit@5.1.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,unist-util-position,5.0.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,hast-util-to-jsx-runtime@2.3.6; mdast-util-to-hast@13.2.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,unist-util-stringify-position,4.0.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,mdast-util-from-markdown@2.0.3; mdast-util-mdx-jsx@3.2.0; vfile-message@4.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,unist-util-visit-parents,6.0.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,mdast-util-find-and-replace@3.0.2; unist-util-visit@5.1.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,unist-util-visit,5.1.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,mdast-util-to-hast@13.2.1; mdast-util-to-markdown@2.1.2; react-markdown@10.1.0; rehype-slug@6.0.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,unplugin,3.0.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/router-plugin@1.168.18,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,unstorage,2.0.0-alpha.7,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,nitro@3.0.260311-beta,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,update-browserslist-db,1.2.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,browserslist@4.28.2,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,uri-js,4.4.1,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,ajv@6.15.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,use-callback-ref,1.3.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,react-remove-scroll@2.7.2,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,use-sidecar,1.1.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,react-remove-scroll@2.7.2,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,use-sync-external-store,1.6.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/react-store@0.9.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,uuid,14.0.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,mermaid@12.0.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,vfile-message,4.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,hast-util-to-jsx-runtime@2.3.6; mdast-util-mdx-jsx@3.2.0; vfile@6.0.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,vfile,6.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,mdast-util-to-hast@13.2.1; react-markdown@10.1.0; remark-rehype@11.1.2; unified@11.0.5,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,vite,8.0.16,Keep,"App build and SSR diff worker bundling. Update to 8.3.0 as a coordinated framework change, and refresh affected PostCSS/nanoid dependencies. Do not write a bundler.",@sentry/server-utils@10.59.0; @tailwindcss/vite@4.3.1; @tanstack/react-start@1.168.26; @tanstack/router-plugin@1.168.18; @tanstack/start-plugin-core@1.171.18; @vitejs/plugin-react@6.0.2; nitro@3.0.260311-beta; vitefu@1.1.3,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,vitefu,1.1.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/start-plugin-core@1.171.18,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,vscode-jsonrpc,8.2.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,vscode-languageserver-protocol@3.17.5,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,vscode-languageserver-protocol,3.17.5,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,vscode-languageserver@9.0.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,vscode-languageserver-textdocument,1.0.12,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,react-doctor@0.5.8,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,vscode-languageserver-types,3.17.5,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,vscode-languageserver-protocol@3.17.5,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,vscode-languageserver,9.0.1,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,react-doctor@0.5.8,,No OSV match on audit date; not a safety guarantee
